ID,comp1,GroupContrib,mz,RT,Corr_ID,SpectrumID,Compound_Name,Adduct,adduct,NPC#pathway,NPC#superclass,NPC#class,EffectSize,LowerLimitCI,UpperLimitCI
240,2.44921273511054,3XTG,156.07662261434157,0.23269115,NA,CCMSLIB00005884162,histidine,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Aminoacids,0.5421303656597775,0.28610071174683227,0.7259075541962282
990,2.431658244494417,B6,137.04565022280883,0.33176285,254,CCMSLIB00000577903,hypoxanthine,M+H,[M + H]+,Alkaloids,Pseudoalkaloids,Purine alkaloids,-0.6104928457869635,-0.7798116182830879,-0.35794212536802555
10688,2.4201598854237387,3XTG,255.06470320296165,3.2955823,310,CCMSLIB00006366838,daidzein,[M+H]+,[M + H]+,Shikimates and Phenylpropanoids,Flavonoids,Flavones,0.5532591414944356,0.2982684128936406,0.7345388302108194
16194,2.401392345036316,3XTG,482.3594154937423,5.288395,NA,CCMSLIB00003138765,1-hexadecyl-sn-glycero-3-phosphocholine,M+H,[M + H]+,Fatty acids,Glycerophospholipids,Glycerophosphocholines,0.5524642289348171,0.3008659789890662,0.7321616066610097
13554,2.373216288328183,3XTG,913.5128591193168,4.2632017,358,CCMSLIB00000850011,"ncgc00168953-02_c47h76o17_(3beta,5xi,9xi,22beta)-22,24-dihydroxyolean-12-en-3-yl 6-deoxy-alpha-mannopyranosyl-(1->2)-alpha-arabinopyranosyl-(1->2)-beta-glucopyranosiduronic acid",M+H,NA,NA,NA,NA,0.5739268680445151,0.3270898115133862,0.7474501041150481
1748,2.3693195765362205,B6,243.0971289539329,0.51838446,NA,CCMSLIB00003135045,thymidine,M+H,[M + H]+,Carbohydrates,Nucleosides,Pyrimidine nucleos(t)ides,-0.5612082670906201,-0.7412241029045054,-0.305885480392653
2384,2.3638318168918966,3XTG,274.17581265214045,0.75656307,NA,CCMSLIB00003134519,val-gly-val,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Tripeptides,0.5627980922098569,0.31492761614470216,0.738799897231673
3837,2.34677080991931,3XTG,224.0913244541469,1.4282647,NA,CCMSLIB00012716418,candidate tyrosine-c2:0 (delta mass:42.0104),M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.5492845786963435,0.3002632743983367,0.7282088603364373
1079,2.2764534347127094,3XTG,165.05443880290062,0.34980953,NA,CCMSLIB00003140121,tyrosine,M+H-NH3,[M + H]+,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,0.588235294117647,0.34320541185006687,0.7583011034635357
1421,2.2640409263061176,3XTG,239.10175239283876,0.43981194,NA,CCMSLIB00003136179,gly-tyr,M+H,[M + Na]+,Amino acids and Peptides,Small peptides,Dipeptides,0.5492845786963434,0.29303361404941064,0.7319109649763897
13552,2.255014445646299,3XTG,930.5390764702612,4.2616076,NA,CCMSLIB00000854773,"ncgc00381308-01_c47h76o17_(3beta,5xi,9xi,18xi,22beta)-22,25-dihydroxyolean-12-en-3-yl 6-deoxy-alpha-mannopyranosyl-(1->2)-beta-xylopyranosyl-(1->2)-beta-glucopyranosiduronic acid",M+NH4,NA,NA,NA,NA,0.5151033386327505,0.2525400490026674,0.7070095175417166
17389,2.2525018732173883,B6,524.3702961900632,5.69539,199,CCMSLIB00003137839,1-stearoyl-2-hydroxy-sn-glycero-3-phosphocholine,M+H,[M + H]+,Fatty acids,Glycerophospholipids,Glycerophosphocholines,-0.56120826709062,-0.7420907028103008,-0.3041386454813296
3309,2.2507658500202212,3XTG,192.06888301889012,1.1851757,NA,CCMSLIB00005884408,n-acetydmethionine,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.5103338632750397,0.2508328368247806,0.7014050372468125
3392,2.2405459015329408,3XTG,188.07034946166343,1.1490501,NA,CCMSLIB00003139125,tryptophan,M+H-NH3,[M + H]+,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,0.4992050874403814,0.23272831857676235,0.6959595211672792
1049,2.2378471002875537,B6,153.04052011638942,0.34428537,NA,CCMSLIB00005883744,xanthine,M+H,[M + H]+,Alkaloids,Pseudoalkaloids (transamidation),pteridine alkaloids,-0.627980922098569,-0.8001585349267046,-0.3601844849223198
799,2.2287501081071146,3XTG,175.10751483277394,0.27902234,NA,CCMSLIB00003139056,gly-val,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.5230524642289348,0.2723968879077024,0.7072271213003422
1851,2.218797915067032,3XTG,189.12315437032575,0.5546411,NA,CCMSLIB00003135511,gly-leu,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.5166931637519875,0.2622136837142525,0.703982238966379
1269,2.2069068233568845,B6,127.0501995497105,0.41046196,NA,CCMSLIB00006678509,thymine,M+H,[M + H]+,Alkaloids,Pseudoalkaloids,pteridine alkaloids,-0.5278219395866456,-0.7239440392738058,-0.25276008111475134
13336,2.2006571817534977,3XTG,943.5235848727632,4.1773934,68,CCMSLIB00004718958,"(2s,3s,4s,5r,6r)-6-[[(3s,4s,6ar,6bs,8ar,9r,12as,14br)-9-hydroxy-4-(hydroxymethyl)-4,6a,6b,8a,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-5-[(2s,3r,4s,5r,6r)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2s,3r,4r,5r,6s)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxyoxane-2-carboxylic acid",[M+H]+,NA,NA,NA,NA,0.5262321144674086,0.27454766111817897,0.7104362745081855
1935,2.1941299563072465,3XTG,227.1021566694198,0.56428194,NA,CCMSLIB00003139627,pyroglu-pro,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.4896661367249602,0.21608709190697944,0.6919535657416691
1287,2.182156109914825,B6,253.09269435175304,0.4090428,NA,CCMSLIB00003138864,"inosine, 2'-deoxy-",M+H,[M + H]+,Carbohydrates,Nucleosides,Purine nucleos(t)ides,-0.5421303656597775,-0.7290937090287,-0.2798743472619369
3395,2.170656043087533,3XTG,205.0969574621737,1.1472713,NA,CCMSLIB00005883946,tryptophan,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Aminoacids,0.5166931637519873,0.2564280368912808,0.7070973396210662
1215,2.165760999704441,B6,268.10361473819097,0.387817,NA,CCMSLIB00000578029,adenosine,M+H,[M + H]+,Carbohydrates,Nucleosides,Purine nucleos(t)ides,-0.48966613672496034,-0.6838910952672517,-0.23062956020372713
1691,2.153141986689762,3XTG,166.08607280670444,0.50573695,283,CCMSLIB00005885031,phenylalanine,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Aminoacids,0.5278219395866454,0.271529660680788,0.7142112741926661
1830,2.151046509869232,3XTG,261.1440488865913,0.5714593,NA,CCMSLIB00005747376,massbank:pr311045 glutamylleucine,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.5317965023847376,0.28247521800357395,0.713817084100088
19387,2.136449750301076,3XTG,309.2782797694544,6.5788507,NA,CCMSLIB00003135688,linoleic acid ethyl ester,M+H,[M + H]+,Fatty acids,Fatty esters,Wax monoesters,0.48489666136724974,0.2400303049156154,0.6717507015704384
3075,2.131462429087752,3XTG,409.1862108330354,1.0473342,48,CCMSLIB00012472275,tryptophan,[2M+H]+,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.36883942766295724,0.1092172638064363,0.5813527083050711
10732,2.1173227605138782,3XTG,373.16518701856074,3.3114784,NA,CCMSLIB00000851819,"ncgc00384902-01_c22h20n4o2_3,6-bis(1h-indol-3-ylmethyl)-2,5-piperazinedione",M+H,[M + H]+,Alkaloids,Peptide alkaloids,"Indole diketopiperazine alkaloids (L-Trp, L-Trp)",0.3751987281399044,0.12366455595010269,0.5814291880010911
4297,2.1131226009107205,3XTG,295.12833649733074,1.7289133,NA,CCMSLIB00012362198,h-gamma-glu-phe-oh,[M+H]+,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.48807631160572346,0.232106101648361,0.6808246482975555
13544,2.1101280396039823,3XTG,935.494227260734,4.2641206,NA,CCMSLIB00000854775,"ncgc00381308-01_c47h76o17_(3beta,5xi,9xi,18xi,22beta)-22,25-dihydroxyolean-12-en-3-yl 6-deoxy-alpha-mannopyranosyl-(1->2)-beta-xylopyranosyl-(1->2)-beta-glucopyranosiduronic acid",M+Na,NA,NA,NA,NA,0.5246422893481718,0.2705329192863948,0.7104088295320126
16585,2.0943789717191827,3XTG,508.3748037564313,5.4145293,NA,CCMSLIB00010062553,pc(o-18:1/0:0); [m+h]+ c26h55n1o6p1,M+H,[M + H]+,Fatty acids,Glycerophospholipids,Glycerophosphocholines,0.4833068362480128,0.22416190018642024,0.6786170579131786
6885,2.0913349177223566,3XTG,332.2185717263326,2.4579573,NA,CCMSLIB00003138049,thr-val-leu,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Tripeptides,0.4276629570747217,0.15288262390818522,0.6410624188940204
5967,2.08977773227306,B6,231.11272173546104,2.2100713,NA,CCMSLIB00010106421,5470-37-1 collisionenergy:102040,M+H,[M + H]+,Alkaloids,Tryptophan alkaloids,Carboline alkaloids,-0.4801271860095389,-0.6811688375818851,-0.21175466145927882
2961,2.0885706167147196,3XTG,223.10730795238777,0.89496404,NA,CCMSLIB00003137620,gly-phe,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.548489666136725,0.30023612615648176,0.7271524003167541
3915,2.0867109297707485,B6,205.09700560875748,1.4397603,NA,CCMSLIB00005883946,tryptophan,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Aminoacids,-0.40143084260731293,-0.5722233941962255,-0.1972642923854235
756,2.0840000872922895,B6,152.05652044009963,0.26794216,NA,CCMSLIB00003137276,guanine,M+H,[M + H]+,Alkaloids,Anthranilic acid alkaloids,Pyridine alkaloids,-0.49761526232114456,-0.6896763630932342,-0.2401419915178179
6285,2.0751658362968555,3XTG,302.20758052659454,2.4114904,NA,CCMSLIB00003140175,leu-gly-leu,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Tripeptides,0.4689984101748808,0.21210132061258155,0.6652651459224752
2046,2.073782203058985,3XTG,261.1440623425166,0.61932033,NA,CCMSLIB00005747376,massbank:pr311045 glutamylleucine,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.5174880763116058,0.26239647945076217,0.7049764388296753
5628,2.0332141678802484,3XTG,190.04967546287585,2.055074,NA,CCMSLIB00005883187,4-hydroxy-2-quinolinecarboxylic acid,M+H,[M + H]+,Alkaloids,Anthranilic acid alkaloids,Acridone alkaloids,0.45945945945945943,0.19923441363150451,0.6591542276157465
886,2.0147133606325376,B6,189.0867531733084,0.3113539,NA,CCMSLIB00012473699,asparagine_c3:0,[M+H]+,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,-0.4515103338632751,-0.6483391097724511,-0.1981088690688661
1125,2.007604719965985,B6,252.10827306789432,0.33487403,NA,CCMSLIB00005884558,2'-deoxyadenosine,M+H,[M + H]+,Carbohydrates,Nucleosides,Purine nucleos(t)ides,-0.45310015898251205,-0.6593571804888151,-0.18341410372783787
13053,1.9733345168850505,3XTG,299.0907910782134,4.0379453,NA,CCMSLIB00010105745,afrormosin collisionenergy:102040,M+H,[M + H]+,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavones,0.3783783783783785,0.11072435710998708,0.5948580209964868
7420,1.971387469348043,3XTG,318.17943424303905,2.5642679,50,CCMSLIB00003135051,leu-trp,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.4769475357710651,0.21648485722135713,0.6740266797845643
6901,1.9699583822810187,3XTG,279.1701117152674,2.456534,NA,CCMSLIB00003134492,phe-leu,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.44515103338632755,0.18462840642299105,0.6472218039629519
1040,1.961164208879032,3XTG,182.0809042178473,0.34178817,63,CCMSLIB00005885092,tyrosine,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Aminoacids,0.5039745627980923,0.24255617157199943,0.697158778343863
2005,1.9302762690587634,3XTG,158.08101721240436,0.6058088,NA,CCMSLIB00012473822,proline_c2:0,[M+H]+,[M + H]+,Alkaloids,Small peptides,Pyrrolidine alkaloids,0.4753577106518284,0.19915929478549171,0.6815924144303475
12820,1.9212414144959233,3XTG,283.05969498841364,3.9388435,NA,CCMSLIB00003137580,pseudobaptigenin,M+H,[M + H]+,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavones,0.4443561208267089,0.17564682835183648,0.6514444316346801
12405,1.9200588379987038,B6,527.1543340739796,3.8199973,NA,CCMSLIB00005748687,"massbank:pr310963 flavone base + 3o, 2meo, o-guaiacylglycerol",M+H,[M + H]+,Alkaloids,Pseudoalkaloids,Purine nucleos(t)ides,-0.33386327503974556,-0.5175895264294842,-0.12070678951051175
6622,1.8915973921589297,3XTG,232.11766395357623,2.368913,NA,CCMSLIB00010110617,2-(3-carboxypropanoylamino)-3-methylpentanoic acid collisionenergy:102040,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.4658187599364068,0.19616500384755825,0.6699724461737769
14039,1.8909952935399457,3XTG,285.07532205728427,4.4619746,NA,CCMSLIB00005761684,"massbank:lu096003 biochanin a|5,7-dihydroxy-3-(4-methoxyphenyl)chromen-4-one",M+H,[M + H]+,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavones,0.4753577106518285,0.20037989660725078,0.6809111094171298
3367,1.8862175983338425,3XTG,262.11792377354334,1.2081475,NA,CCMSLIB00010111232,trp-gly collisionenergy:102040,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.24483306836247987,-0.010855264328989382,0.47046985575171724
18475,1.885566470136352,B6,671.457737673722,6.1620903,NA,CCMSLIB00004712772,"(3s,6r,9s,12r,15s,18r)-3-butan-2-yl-4,10,16-trimethyl-6,9,12,15,18-penta(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone",[M+NH4]+,[M + H]+,Polyketides,Oligopeptides,Depsipeptides,-0.29173290937996815,-0.42794584580921896,-0.1425616387592303
16840,1.8595691611372684,3XTG,322.27363368797046,5.49165,NA,CCMSLIB00003136213,.alpha.-linolenoyl ethanolamide,M+H,[M + H]+,Fatty acids,Fatty amides,N-acyl ethanolamines (endocannabinoids),0.41653418124006364,0.14952426966496202,0.6269219773215474
642,1.8592224433939546,B6,198.09695672600256,0.26101583,NA,CCMSLIB00000205967,massbank:ce000691 galactose,[M+NH4]+,[M + H]+,Carbohydrates,Aminosugars and aminoglycosides,Aminosugars,-0.42448330683624796,-0.6337358646035,-0.15734319477670008
13237,1.8579126496042917,3XTG,959.5179181682472,4.1220803,161,CCMSLIB00005741089,massbank:pr304328 soyasaponin ba,M+H,NA,NA,NA,NA,0.47615262321144675,0.20522428088028252,0.6793002284047098
1947,1.8418032445150987,3XTG,173.16464256590555,0.5821919,NA,CCMSLIB00012471923,c5:0_putrescine,[M+H]+,[M + H]+,Alkaloids,Ornithine alkaloids,Polyamines,0.32114467408585035,0.044394959103335165,0.5521170683620475
6934,1.8174685863355093,3XTG,342.23842330398736,2.4579148,NA,CCMSLIB00012329406,diprotin a,[M+H]+,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.4038155802861687,0.13898756680496505,0.61474044963488506
853,1.8120206329623723,B6,252.1078179678977,0.2901999,NA,CCMSLIB00005884557,2'-deoxyadenosine,M+H,[M + H]+,Carbohydrates,Nucleosides,Purine nucleos(t)ides,-0.370429252782194,-0.5832212070509509,-0.11006278381118667
1414,1.8025974250185168,3XTG,173.1646501778269,0.44440222,NA,CCMSLIB00012715601,candidate cadaverine-c4:0 (delta mass:70.0419),M+H,[M + H]+,Alkaloids,Ornithine alkaloids,Polyamines,0.39268680445151033,0.12864049993514542,0.604741033238399
999,1.7952331207824004,3XTG,205.1180590408175,0.31886628,NA,CCMSLIB00003136762,ser-val,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.4729729729729729,0.21386435142717589,0.6699039185946437
2488,1.7946209169421254,3XTG,253.1177484509733,0.8101546,NA,CCMSLIB00003138137,ser-phe,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.5151033386327504,0.2504883888949322,0.7081032297372957
10355,1.7772750811609561,B6,468.306129204092,3.13233,NA,CCMSLIB00010011040,his-c22:5,M+H,[M + H]+,Fatty acids,Steroids,Pregnane steroids,-0.3783783783783784,-0.5990880620667682,-0.10422801738538179
2135,1.7747767966974817,3XTG,247.12845169530289,0.66863775,NA,CCMSLIB00003137753,asp-leu,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.41812400635930047,0.15244503683088392,0.6274444858573472
3952,1.734118868368799,3XTG,295.16470857969114,1.4898077,NA,CCMSLIB00003136787,tyr-ile,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.3982511923688393,0.1330032519258567,0.6102637629384843
17695,1.7249791870099966,3XTG,324.2891093401902,5.8329973,138,CCMSLIB00003137120,linoleoyl ethanolamide,M+H,[M + H]+,Fatty acids,Fatty amides,N-acyl ethanolamines (endocannabinoids),0.3879173290937998,0.1214611095033475,0.6022233730346063
3247,1.7169229528843883,B6,237.12324254989952,1.094892,NA,CCMSLIB00005738093,massbank:rp016502 ala-phe|(2s)-2-[[(2s)-2-azaniumylpropanoyl]amino]-3-phenylpropanoate,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,-0.3441971383147854,-0.516344623606489,-0.14531337212354029
14720,1.7109541636416081,3XTG,372.31023732947983,4.715595,NA,CCMSLIB00005738576,massbank:rp025402 tetradecanoyl-carnitine|myristoylcarnitine|(3r)-3-tetradecanoyloxy-4-(trimethylazaniumyl)butanoate,M+H,[M + H]+,Fatty acids,Fatty esters,Fatty acyl carnitines,0.41653418124006364,0.14585851900254349,0.6291912500735669
4965,1.7009842712562235,3XTG,332.2174632101616,1.9655657,NA,CCMSLIB00003138049,thr-val-leu,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Tripeptides,0.3966613672496026,0.13107985835866462,0.6091211467236162
12922,1.6992234266769541,3XTG,269.08040683721913,3.9861472,NA,CCMSLIB00006414677,7-hydroxy-3-(4-methoxyphenyl)-4h-chromen-4-one,[M+H]+,[M + H]+,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavones,0.4356120826709063,0.17049584693857772,0.6419169905551959
1146,1.6957103928909067,B6,316.1000222091342,0.37285677,NA,CCMSLIB00004720651,n-acetylmuramic acid,[M+Na]+,[M + Na]+,Carbohydrates,Aminosugars and aminoglycosides,Aminosugars,-0.38155802861685223,-0.605060933143843,-0.1023117791823077
7604,1.6897497534779409,3XTG,313.1545127532279,2.5972092,NA,CCMSLIB00003136393,phe-phe,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.44674085850556444,0.19718086262373974,0.6419269849610089
5996,1.686273035728886,3XTG,245.18557974261435,2.146542,175,CCMSLIB00003139983,leu-leu,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.3783783783783785,0.11011019700692888,0.5952596061865105
15255,1.681473717694501,B6,544.3399471870727,4.9500217,NA,CCMSLIB00010083542,pc(0:0/20:4); [m+h]+ c28h51n1o7p1,M+H,[M + H]+,Fatty acids,Glycerophospholipids,Glycerophosphocholines,-0.4006359300476948,-0.6112566150645221,-0.13702004728879272
3624,1.6721911257724995,3XTG,180.1016136971202,1.3247714,NA,CCMSLIB00005723432,phenylalanine methyl ester,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Aminoacids,0.4300476947535769,0.15901410624306214,0.6408031792898765
1880,1.670522038326172,3XTG,219.13361466009917,0.5195083,NA,CCMSLIB00003138032,ser-leu,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.40063593004769477,0.13719893478241021,0.6111424066440074
2770,1.6646389137267037,3XTG,187.1802404193938,0.9083184,NA,CCMSLIB00012471925,c5:0_cadaverine,[M+H]+,[M + H]+,Alkaloids,Ornithine alkaloids,Polyamines,0.35532591414944353,0.09373884485110612,0.5710216432819014
13357,1.6625540281706344,3XTG,839.5620410066751,4.184669,58,CCMSLIB00003138074,cholic acid,2M+Na,[M + Na]+,Terpenoids,Triterpenoids,Oleanane triterpenoids,0.37996820349761523,0.10464081869867231,0.6011970656684371
20878,1.6564910934327266,3XTG,350.3423084788687,7.061844,NA,CCMSLIB00012472353,"pentan-1-amine_(9e,12e)-octadeca-9,12-dienoyl chloride",[M+H]+,[M + H]+,Fatty acids,Fatty amides,N-acyl amines,0.40143084260731315,0.14047983041485818,0.6102326235474315
14483,1.6435545336045623,3XTG,322.2736028993635,4.6723213,NA,CCMSLIB00003138070,.alpha.-linolenoyl ethanolamide,M+H,[M + H]+,Fatty acids,Fatty amides,N-acyl ethanolamines (endocannabinoids),0.41653418124006364,0.1505099569973665,0.6263095344106504
1347,1.6419375592733223,B6,184.06014672899337,0.41674292,NA,CCMSLIB00005884006,4-pyridoxate,M+H,[M + H]+,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,-0.397456279809221,-0.6121028804418877,-0.12826103450013618
9804,1.6226659282198712,3XTG,271.0596573251013,3.064025,NA,CCMSLIB00006409721,"7,8-dihydroxy-3-(4-hydroxyphenyl)-4h-chromen-4-one",[M+H]+,[M + K]+,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,0.41176470588235287,0.1347959270336438,0.6290529439303161
17393,1.6043512519610597,B6,546.3541600703377,5.69712,199,CCMSLIB00003137470,1-stearoyl-2-hydroxy-sn-glycero-3-phosphocholine,M+Na,[M + Na]+,Fatty acids,Glycerophospholipids,Glycerophosphocholines,-0.4101748807631162,-0.6233886880577932,-0.1401849543423486
13169,1.585101283891636,3XTG,839.5620618979816,4.0979137,NA,CCMSLIB00005465864,"""(r)-4-((3r,5s,7s,8s,9s,10s,13r,14r,17r)-3,7,14-trihydroxy-10,13-dimethylhexadecahydro-1h-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+Na,[M + Na]+,Terpenoids,Triterpenoids,Oleanane triterpenoids,0.37599364069952307,0.0959827002117595,0.6008598267564113
6558,1.5819825368622684,3XTG,302.1490446945203,2.3735788,NA,CCMSLIB00005788046,trp-pro,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.4022257551669316,0.1290630051217221,0.6186505973167
15697,1.5781111308307199,B6,546.3566375715183,5.1181273,NA,CCMSLIB00010079626,pc(20:3/0:0); [m+h]+ c28h53n1o7p1,M+H,[M + H]+,Fatty acids,Glycerophospholipids,Glycerophosphocholines,-0.32750397456279823,-0.5489221673027479,-0.06313810151264922
1916,1.5608204550470273,3XTG,203.13883454759812,0.51815444,NA,CCMSLIB00003134900,alanyl-norleucine,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.4149443561208267,0.15075359002311334,0.6238154801713145
4837,1.549010480414233,3XTG,265.1542427150012,1.9145705,NA,CCMSLIB00003137123,val-phe,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.4705882352941176,0.21068114185584705,0.668356711381818
2459,1.5465916816454868,3XTG,231.16994775206695,0.794284,86,CCMSLIB00003134805,leu-val,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.34817170111287754,0.07805678715612982,0.5706644196180749
916,1.5448181980519156,3XTG,150.0582502970197,0.3208352,NA,CCMSLIB00012474091,methionine,[M+H]+,NA,NA,NA,NA,0.3926868044515103,0.1396617574251751,0.5975738424942897
18863,1.5401812057884365,B6,295.262913718519,6.3453727,NA,CCMSLIB00003139449,ricinoleic acid methyl ester,M+H-H2O,[M + H]+,Fatty acids,Fatty esters,Wax monoesters,-0.2893481717011128,-0.46853631905091236,-0.08729340089976835
3807,1.5361341884098043,3XTG,265.1542516053207,1.4676561,NA,CCMSLIB00003137478,phe-val,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.3314785373608902,0.061225361992829797,0.5564490212287235
3067,1.5352349691256104,3XTG,231.1699264829749,1.0452484,NA,CCMSLIB00003139580,val-leu,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.3640699523052464,0.09339472391425153,0.5846323598497948
13164,1.505014333838708,B6,409.2932610989552,4.1078496,NA,CCMSLIB00005464974,"""(4r)-4-((3r,5r,6r,7s,9s,10r,13r,14s,17r)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1h-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M+H,[M + H]+,Terpenoids,Steroids,Cholane steroids,-0.3211446740858507,-0.5325206276602751,-0.07206369328313478
13337,1.5043726004744973,3XTG,965.5044620893505,4.1799245,68,CCMSLIB00004706809,"(2s,3s,4s,5r,6r)-6-[[(3s,4s,6ar,6bs,8ar,9r,12as,14br)-9-hydroxy-4-(hydroxymethyl)-4,6a,6b,8a,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-5-[(2s,3r,4s,5r,6r)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2s,3r,4r,5r,6s)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxyoxane-2-carboxylic acid",[M+Na]+,NA,NA,NA,NA,0.3434022257551671,0.06983232960924372,0.5689323901493449
15367,1.4993669061709698,B6,279.23150583376605,5.039296,NA,CCMSLIB00003134812,9(10)-epome,M+H-H2O,[M - H4O2 + H]+,Fatty acids,Octadecanoids,Other Octadecanoids,-0.3036565977742447,-0.512357010400325,-0.061088724603677154
3142,1.4867448541464976,3XTG,298.0961008062672,1.0797075,NA,CCMSLIB00005883730,methylthioadenosine,M+H,[M + H]+,Carbohydrates,Nucleosides,Purine nucleos(t)ides,0.23608903020667715,0.06053255383108132,0.39747768250719284
4549,1.480322519561945,3XTG,190.10721088720655,1.8310425,NA,CCMSLIB00010216432,possible lac-val,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.3585055643879174,0.09022793665056648,0.5782742458207248
7603,1.4772954100143918,3XTG,248.10255838874755,2.6034658,NA,CCMSLIB00010111610,2-(aminocarbonylamino)-3-indol-3-ylpropanoic acid collisionenergy:102040,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.37360890302066757,0.1258281006223178,0.5775131549773769
6406,1.4730033846101596,3XTG,279.17006215215804,2.3543983,NA,CCMSLIB00003137982,leu-phe,M+H,[M - H4O2 + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.37042925278219396,0.09684138564361902,0.5919711783100022
12106,1.4520665726157396,3XTG,957.5018568984964,3.740372,NA,CCMSLIB00000854066,"ncgc00385529-01_c48h76o19_1-o-{(3beta,5xi,9xi)-3-[(2-o-hexopyranosyl-beta-glucopyranuronosyl)oxy]-28-oxoolean-12-en-28-yl}-beta-glucopyranose",M+H,NA,NA,NA,NA,0.21144674085850532,-0.02639325296380825,0.4266303926377459
20185,1.445033197804559,3XTG,311.2939252669483,6.8675885,NA,CCMSLIB00003136619,oleic acid ethyl ester,M+H,[M + H]+,Fatty acids,Fatty esters,Wax monoesters,0.3084260731319555,0.048983074608411045,0.528879223534106
13700,1.4419173667350942,B6,468.3676202238867,4.332266,222,CCMSLIB00003136884,"3.alpha.,7.alpha.,12.alpha.-trihydroxycholestanoic acid",M+NH4,[M + H3N + H]+,Terpenoids,Steroids,Cholestane steroids,-0.18680445151033395,-0.3942968394361118,0.03881020376858563
