sample_name	immuno_sample_id	Mouse	Genotype	Tissue	Sex	Age	IL17A	age_number	anonymized_name	collection_timestamp	description	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	intervention	latitude	longitude	mouse_strain	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	taxon_id	title	tube_id	strain_sex	cohort	keep	mouse_id	mouse_number
14957.MOUSE125.CAGE185.MSPFWT.S5	125_SPF WT_LI	125	SPF WT	LI	M	5 month	6.41	5	MOUSE125.CAGE185.MSPFWT.S5	8/8/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 185	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363241868.0	WT 5XFAD_male	COHORT 15	True	MOUSE125	125
14957.MOUSE126.CAGE185.MSPFWT.S5	126_SPF WT_LI	126	SPF WT	LI	M	5 month	2.99	5	MOUSE126.CAGE185.MSPFWT.S5	8/8/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 185	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363241875.0	WT 5XFAD_male	COHORT 15	True	MOUSE126	126
14957.MOUSE130.CAGE189.MSPFHET.S5	130_SPF HET_LI	130	SPF HET	LI	M	5 month	4.04	5	MOUSE130.CAGE189.MSPFHET.S5	8/10/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 189	10091.0	not provided	g	Sacrifice	34.1	-118.13	Het 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363241877.0	Het 5XFAD_male	COHORT 15	True	MOUSE130	130
14957.MOUSE131.CAGE189.MSPFHET.S5	131_SPF HET_LI	131	SPF HET	LI	M	5 month	1.5499999999999998	5	MOUSE131.CAGE189.MSPFHET.S5	8/10/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 189	10091.0	not provided	g	Sacrifice	34.1	-118.13	Het 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363241888.0	Het 5XFAD_male	COHORT 15	True	MOUSE131	131
14957.MOUSE132.CAGE189.MSPFHET.S5	132_SPF HET_LI	132	SPF HET	LI	M	5 month	3.79	5	MOUSE132.CAGE189.MSPFHET.S5	8/10/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 189	10091.0	not provided	g	Sacrifice	34.1	-118.13	Het 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363241899.0	Het 5XFAD_male	COHORT 15	True	MOUSE132	132
14957.MOUSE135.CAGE145.FSPFWT.S8	135_SPF WT_LI	135	SPF WT	LI	F	8 month	1.96	8	MOUSE135.CAGE145.FSPFWT.S8	8/12/22	mouse fecal sample 363243341	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	8.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 145	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363243341.0	WT 5XFAD_female	COHORT 15	True	MOUSE135	135
14957.MOUSE136.CAGE145.FSPFWT.S8	136_SPF WT_LI	136	SPF WT	LI	F	8 month	2.3899999999999997	8	MOUSE136.CAGE145.FSPFWT.S8	8/12/22	mouse fecal sample 363243347	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	8.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 145	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363243347.0	WT 5XFAD_female	COHORT 15	True	MOUSE136	136
14957.MOUSE137.CAGE145.FSPFWT.S8	137_SPF WT_LI	137	SPF WT	LI	F	8 month	1.6600000000000001	8	MOUSE137.CAGE145.FSPFWT.S8	8/12/22	mouse fecal sample 363243357	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	8.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 145	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363243357.0	WT 5XFAD_female	COHORT 15	True	MOUSE137	137
14957.MOUSE138.CAGE145.FSPFWT.S8	138_SPF WT_LI	138	SPF WT	LI	F	8 month	1.6400000000000001	8	MOUSE138.CAGE145.FSPFWT.S8	8/12/22	mouse fecal sample 363243363	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	8.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 145	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363243363.0	WT 5XFAD_female	COHORT 15	True	MOUSE138	138
14957.MOUSE139.CAGE145.FSPFWT.S8	139_SPF WT_LI	139	SPF WT	LI	F	8 month	3.91	8	MOUSE139.CAGE145.FSPFWT.S8	8/12/22	mouse fecal sample 363243373	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	8.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 145	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363243373.0	WT 5XFAD_female	COHORT 15	True	MOUSE139	139
14957.MOUSE148.CAGE147.FSPFHET.S8	148_SPF Het_LI	148	SPF Het	LI	F	8 month	5.96	8	MOUSE148.CAGE147.FSPFHET.S8	9/19/22	mouse fecal sample 363243385	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	8.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 147	10091.0	not provided	g	Sacrifice	34.1	-118.13	Het 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363243385.0	Het 5XFAD_female	COHORT 16	False	MOUSE148	148
14957.MOUSE149.CAGE147.FSPFHET.S8	149_SPF Het_LI	149	SPF Het	LI	F	8 month	11.82	8	MOUSE149.CAGE147.FSPFHET.S8	9/19/22	mouse fecal sample 363243387	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	8.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 147	10091.0	not provided	g	Sacrifice	34.1	-118.13	Het 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363243387.0	Het 5XFAD_female	COHORT 16	False	MOUSE149	149
