Feature ID	Taxon	Confidence
G001705225	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_A; s__Pseudomonas_A nitrititolerans	1.0
G900604335	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Butyricicoccaceae; g__Butyricicoccus_A_77030; s__Butyricicoccus_A_77030 sp900604335	1.0
G004961195	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501396; f__Rhizobiaceae_A_499470; g__Mesorhizobium_F_498388; s__Mesorhizobium_F_498388 mediterraneum_A	1.0
G000757905	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Arsenophonus_A; s__Arsenophonus_A sp000757905	1.0
G002160325	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__An181; s__An181 sp002160325	1.0
G900156305	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Bhargavaea; s__Bhargavaea lindanitolerans	1.0
G002451995	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Sphaerochaetales; f__Sphaerochaetaceae; g__Ornithospirochaeta; s__Ornithospirochaeta sp002452215	1.0
G009926305	d__Bacteria; p__Bdellovibrionota_C; c__UBA2361; o__UBA2361; f__RFPC01; g__RFPC01; s__RFPC01 sp009926305	1.0
G000159315	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lentilactobacillus; s__Lentilactobacillus hilgardii	1.0
G004339805	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Sporomusales_A_41697; f__Thermosinaceae; g__Anaerospora; s__Anaerospora hongkongensis	1.0
G000012245	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_647464; s__Pseudomonas_E_647464 syringae_M	1.0
G008933525	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tenuifilaceae; g__SB25; s__SB25 sp008933525	1.0
G000956575	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium_A_383184; s__Microbacterium_A_383184 terrae	1.0
G900316495	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__RUG762; s__RUG762 sp900316495	1.0
G000161935	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus; s__Limosilactobacillus coleohominis_A	1.0
G000445125	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium_485351; s__Novosphingobium lindaniclasticum	1.0
G000377005	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus minor	1.0
G000406945	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus_C; s__Enterococcus_C dispar	1.0
G902789425	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__RF39; f__UBA660; g__RUG13038; s__RUG13038 sp902789425	1.0
G902790095	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__UBA4292; s__UBA4292 sp902790095	1.0
G000331575	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_C; f__Bacillaceae_J; g__Calidifontibacillus; s__Calidifontibacillus oryziterrae	1.0
G900120415	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Varibaculum; s__Varibaculum timonense_A	1.0
G001275345	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Kocuria; s__Kocuria palustris	1.0
G000317935	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_595422; f__Burkholderiaceae_A_595422; g__Bordetella_A_593886; s__Bordetella_A_593886 pertussis	1.0
G000960475	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_A_392796; s__Nocardioides_A_392796 luteus_A_392384	1.0
G001477655	d__Archaea; p__Methanobacteriota_A_1229; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter_A; s__Methanobrevibacter_A millerae_A	1.0
G000069225	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Clavibacter; s__Clavibacter sepedonicus	1.0
G000980455	d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Gastranaerophilales; f__Gastranaerophilaceae; g__Limenecus; s__Limenecus avicola	1.0
G001404695	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__Collinsella aerofaciens_E	1.0
G004153605	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__CFH-75059; s__CFH-75059 sp004331795	1.0
G001553355	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Veillonellales; f__Dialisteraceae; g__Dialister; s__Dialister sp001553355	1.0
G000691725	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales_993521; f__Fusobacteriaceae_993521; g__Fusobacterium_C; s__Fusobacterium_C necrophorum	1.0
G000014785	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrococcales; f__Halorhodospiraceae_608158; g__Alkalilimnicola_608111; s__Alkalilimnicola ehrlichii	1.0
G000686505	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Leuconostoc_B; s__Leuconostoc_B falkenbergense	1.0
G900096965	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D_361233; g__Bacillus_H; s__Bacillus_H lonarensis	1.0
G001769705	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__GWF2-38-335; g__GWF2-38-335; s__GWF2-38-335 sp001769535	1.0
G001282685	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Cellulosilyticaceae; g__Niameybacter; s__Niameybacter massiliensis	1.0
G000010145	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus; s__Limosilactobacillus fermentum	1.0
G001579945	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter_A_608633; s__Steroidobacter denitrificans	1.0
G000466385	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Aneurinibacillales; f__Aneurinibacillaceae; g__Aneurinibacillus_B_362085; s__Aneurinibacillus_B_362085 migulanus	1.0
G002954265	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_929731; g__Flavipsychrobacter_928614; s__Flavipsychrobacter stenotrophus	1.0
G902385285	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Paraprevotella; s__Paraprevotella sp003477995	1.0
G009784185	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales; f__UBA1242; g__WRCD01; s__WRCD01 sp009784185	1.0
G000307305	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__B14; s__B14 sp000307305	1.0
G000632715	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Anoxybacillaceae; g__Saccharococcus_294480; s__Saccharococcus caldoxylosilyticus	1.0
G000701365	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Geodermatophilaceae; g__Geodermatophilus_A; s__Geodermatophilus_A sp000701365	1.0
G000226315	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__Micavibrionaceae; g__Micavibrio_B_508717; s__Micavibrio_B_508717 aeruginosavorus_B	1.0
G003432035	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lacrimispora; s__Lacrimispora indica	1.0
G900112365	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Spirosoma; s__Spirosoma endophyticum	1.0
G000517425	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Sodalis_A; s__Sodalis_A praecaptivus	1.0
G001461825	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Bacillaceae_H_294103; g__Bacillus_P_294101; s__Bacillus_P_294101 velezensis	1.0
G009776955	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__WRMW01; s__WRMW01 sp009776955	1.0
G001435035	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lacticaseibacillus; s__Lacticaseibacillus manihotivorans	1.0
G001050535	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Dermatophilaceae_390796; g__Tetrasphaera_A_390453; s__Tetrasphaera_A_390453 australiensis	1.0
G000163695	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__F0058; s__F0058 sp000163695	1.0
G900548305	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__UMGS1071; s__UMGS1071 sp900548305	1.0
G900547055	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerosporobacter; s__Anaerosporobacter sp018372435	1.0
G000970465	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_502138; f__Devosiaceae; g__Devosia_A_501803; s__Devosia_A_501803 insulae	1.0
G900086655	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae_367444; g__Paenibacillus_A; s__Paenibacillus_A tuaregi	1.0
G000248095	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus; s__Limosilactobacillus mucosae	1.0
G000802385	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Croceibacterium_484881; s__Croceibacterium mercuriale	1.0
G000295935	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_902095; g__Indibacter; s__Indibacter alkaliphilus	1.0
G000585335	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Cloacibacillus; s__Cloacibacillus evryensis	1.0
G001572725	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Serratia_B; s__Serratia_B rubidaea	1.0
G001435235	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Liquorilactobacillus; s__Liquorilactobacillus ghanensis	1.0
G900320815	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Ottowia_589937; s__Ottowia sp900320815	1.0
G900112335	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Tropicimonas_492701; s__Tropicimonas isoalkanivorans	1.0
G902770415	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella; s__Prevotella sp900315095	1.0
G008180195	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium phlebotomi	1.0
G900112915	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__S5-A14a; s__S5-A14a sp900112915	1.0
G011525785	d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135; f__GCA-002686595; g__WYBT01; s__WYBT01 sp011525785	1.0
G000277005	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae; g__Pontibacter_909846; s__Pontibacter lucknowensis	1.0
G001669775	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Alteromonadaceae_665222; g__Pararheinheimera; s__Pararheinheimera sp001669775	1.0
G000752035	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_302584; f__DSM-18226_301387; g__Neobacillus; s__Neobacillus rubiinfantis	1.0
G000379945	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas_A_859423; s__Porphyromonas_A_859423 macacae	1.0
G902765025	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__CAG-83; s__CAG-83 sp902765025	1.0
G000423325	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009; g__Lysobacter_A_615995; s__Lysobacter_A_615995 defluvii	1.0
G001311885	d__Bacteria; p__Firmicutes_B_370541; c__Syntrophomonadia; o__Syntrophomonadales; f__Syntrophomonadaceae_368540; g__Syntrophomonas_A; s__Syntrophomonas_A palmitatica	1.0
G000219535	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Brevibacillales; f__Brevibacillaceae; g__Brevibacillus_B_362671; s__Brevibacillus_B_362671 halotolerans	1.0
G001956045	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__NBRC-103111; g__Paenibacillus_S_363727; s__Paenibacillus_S_363727 sp001956045	1.0
G000744895	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Erythrobacter_484280; s__Erythrobacter sp000744895	1.0
G001314995	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H; s__Bacteroides_H xylanisolvens	1.0
G000828075	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae_26092; g__Tolypothrix_B; s__Tolypothrix_B campylonemoides	1.0
G003364125	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__NHYM01; s__	1.0
G010027825	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__RVW-14; g__CAIKAH01; s__CAIKAH01 sp010027825	1.0
G001276625	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales_602957; f__Chromatiaceae_602957; g__Achromatium; s__Achromatium palustre	1.0
G001047135	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Fructobacillus; s__Fructobacillus pseudoficulneus	1.0
G000014505	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__Pediococcus pentosaceus	1.0
G000586555	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Sporosarcina; s__Sporosarcina sp000586555	1.0
G902774125	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_G; s__Eubacterium_G sp902774125	1.0
G000202635	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium_A_383182; s__Microbacterium_A_383182 testaceum_F	1.0
G012840965	d__Bacteria; p__Myxococcota_A_473307; c__UBA9042; o__DTJE01; f__DTJE01; g__DUVQ01; s__DUVQ01 sp012840965	1.0
G000204315	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650612; f__Halieaceae; g__Aequoribacter; s__Aequoribacter fuscus	1.0
G000763095	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Pseudonocardiaceae; g__Actinopolyspora; s__Actinopolyspora erythraea	1.0
G001436755	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Liquorilactobacillus; s__Liquorilactobacillus aquaticus	1.0
G002281555	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Thiobacillaceae; g__PFJX01; s__PFJX01 sp002281555	1.0
G003596335	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Psychromonadaceae; g__Motilimonas; s__Motilimonas pumila	1.0
G009859475	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Hydrogenophaga_590395; s__Hydrogenophaga sp009859475	1.0
G000702125	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__NK4A144; s__NK4A144 sp900114405	1.0
G004557645	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Anaerotignaceae; g__Anaerotignum_189125; s__Anaerotignum sp004557645	1.0
G000265385	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Aequorivita; s__Aequorivita sublithincola	1.0
G000688115	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Polaromonas; s__Polaromonas sp000688115	1.0
G000444995	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__Paracoccus aminophilus	1.0
G000233455	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Enterocloster; s__Enterocloster citroniae	1.0
G003050645	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__DSM-22653; f__DSM-22653; g__Carbobacillus; s__Carbobacillus altaicus	1.0
G000427335	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Winogradskyella; s__Winogradskyella psychrotolerans	1.0
G000022125	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio_R_446353; s__Desulfovibrio_R_446353 desulfuricans_A_446137	1.0
G902571885	d__Bacteria; p__Bdellovibrionota_E; c__Oligoflexia; o__Oligoflexales; f__Bin106; g__Bin106; s__Bin106 sp002238945	1.0
G900112405	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Fructobacillus; s__Fructobacillus durionis	1.0
G900101465	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_A_392796; s__Nocardioides_A_392796 lianchengensis	1.0
G000495735	d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Acidilobaceae; g__Acidilobus; s__Acidilobus sp000495735	1.0
G000813665	d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales_778124; f__Parachlamydiaceae; g__Neochlamydia; s__Neochlamydia sp000813665	1.0
G010592515	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Enterobacter_B_713587; s__Enterobacter_B_713587 kobei_713570	1.0
G001281525	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Lysinibacillus_304693; s__Lysinibacillus macroides_304005	1.0
G003150645	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__CAG-217; s__CAG-217 sp000436335	1.0
G001311375	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus; s__Limosilactobacillus equigenerosi	1.0
G900156285	d__Bacteria; p__Firmicutes_F; c__Halanaerobiia; o__Halanaerobiales; f__Halanaerobiaceae_43120; g__Halanaerobium; s__Halanaerobium kushneri	1.0
G000156275	d__Bacteria; p__Firmicutes_A; c__Thermoanaerobacteria; o__Thermoanaerobacterales_43504; f__Thermoanaerobacteraceae_43502; g__Caldanaerobacter; s__Caldanaerobacter uzonensis	1.0
G001890385	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Tardibacter; s__Tardibacter chloracetimidivorans	1.0
G002770975	d__Bacteria; p__Cyanobacteria; c__Sericytochromatia; o__UBA7694; f__UBA7694; g__GCA-2770975; s__GCA-2770975 sp002783405	1.0
G000439105	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921; g__Terrisporobacter; s__Terrisporobacter glycolicus_239331	1.0
G000710735	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Francisellales; f__Francisellaceae; g__Allofrancisella; s__Allofrancisella frigidaquae	1.0
G000023905	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales_993777; f__Leptotrichiaceae; g__Leptotrichia_A_993758; s__Leptotrichia_A_993758 buccalis	1.0
G000465555	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Pantoea_A_680372; s__Pantoea_A_680372 dispersa	1.0
G900343155	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; s__Bulleidia massiliensis	1.0
G002441935	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Mycoplasmatales; f__Mycoplasmataceae; g__Edwardiiplasma; s__Edwardiiplasma lactucae	1.0
G000233915	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009; g__Pseudoxanthomonas_A_615282; s__Pseudoxanthomonas_A_615282 spadix	1.0
G000210055	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Gordonibacter; s__Gordonibacter pamelaeae	1.0
G000972495	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae; g__Hymenobacter_910554; s__Hymenobacter terrenus	1.0
G002000245	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium sp002000245	1.0
G001725075	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcystaceae_A_24112; g__Microcystis; s__Microcystis panniformis_A	1.0
G000509365	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter_B; s__Helicobacter_B fennelliae	1.0
G000775615	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_D_310495; f__Halobacillaceae; g__Pontibacillus_A; s__Pontibacillus_A litoralis	1.0
G009718825	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_G_286742; f__Sporolactobacillaceae; g__Terrilactibacillus; s__Terrilactibacillus tamarindi	1.0
G000719265	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptomycetales_400645; f__Streptomycetaceae_400641; g__Streptomyces_G_395436; s__Streptomyces_G_395436 roseoverticillatus	1.0
G000017045	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_F; s__Clostridium_F botulinum	1.0
G000302595	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pelobium_887297; s__Pelobium arcticum	1.0
G000015565	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Acidovorax_A; s__Acidovorax_A eiseniae	1.0
G000725405	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Dermatophilaceae_390796; g__Dermacoccus; s__Dermacoccus nishinomiyaensis	1.0
G001941465	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium flavescens	1.0
G001604045	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__QAKW01; g__Firm-08; s__Firm-08 sp001604045	1.0
G000007645	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus epidermidis_318824	1.0
G000192745	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501582; f__Stappiaceae; g__Polymorphum; s__Polymorphum gilvum	1.0
G000744255	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium_A_320617; s__Carnobacterium_A_320617 divergens	1.0
G000194925	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Neisseriaceae_563222; g__Neisseria_563205; s__Neisseria bacilliformis	1.0
G000564995	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Lancefieldella; s__Lancefieldella sp000564995	1.0
G000968195	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Xenorhabdus; s__Xenorhabdus doucetiae	1.0
G000196355	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Nitrosomonadaceae; g__Nitrosospira; s__Nitrosospira multiformis	1.0
G000525775	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__Mogibacterium; s__Mogibacterium timidum	1.0
G000372825	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Beijerinckiaceae; g__Methylobacterium; s__Methylobacterium sp000372825	1.0
G000291295	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_310392; f__Bacillaceae_G_310392; g__Bacillus_A; s__Bacillus_A cereus_U_306718	1.0
G003987495	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Vagococcaceae; g__Vagococcus_D; s__Vagococcus_D salmoninarum	1.0
G000155955	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae_42771; g__Mitsuokella; s__Mitsuokella multacida	1.0
G001434365	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus; s__Limosilactobacillus gastricus	1.0
G000403375	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae_367444; g__Paenibacillus_A; s__Paenibacillus_A barengoltzii	1.0
G001274915	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D_361234; g__Bacillus_M; s__Bacillus_M halodurans	1.0
