Feature ID	Taxon	Confidence
G004145215	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA1547; g__2011-GWC2-44-17; s__2011-GWC2-44-17 sp004145215	1.0
G008014345	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__UBA6910; g__Pelomicrobium; s__Pelomicrobium methylotrophicum	1.0
G002272925	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter_I; s__Helicobacter_I sp002272925	1.0
G002069725	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales; f__CAG-138; g__Phil1; s__Phil1 sp002069725	1.0
G000687835	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Acholeplasmatales; f__Acholeplasmataceae; g__Acholeplasma_A_284752; s__Acholeplasma_A_284752 modicum	1.0
G000526315	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_502230; f__Methylopilaceae_502230; g__Methylopila_502200; s__Methylopila sp000526315	1.0
G001603425	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA932; g__Bact-08; s__Bact-08 sp001603425	1.0
G001315015	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales_507929; f__Azospirillaceae_507917; g__Azospirillum; s__Azospirillum brasilense_507567	1.0
G000398925	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Butyricicoccaceae; g__Butyricicoccus_A_77030; s__Butyricicoccus_A_77030 pullicaecorum	1.0
G000153825	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Synechococcus_C; s__Synechococcus_C sp000153825	1.0
G009924665	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__; s__	1.0
G000463665	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium; s__Cutibacterium granulosum	1.0
G005765165	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__YIM-B00363; g__Paenibacillus_AE; s__Paenibacillus_AE antri	1.0
G001544375	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus_H_360613; s__Enterococcus_H canis	1.0
G001425865	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__LMDS01; s__LMDS01 sp001425865	1.0
G002087015	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__Rothia nasimurium_A_384234	1.0
G000091465	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Vibrionaceae; g__Vibrio_678715; s__Vibrio tasmaniensis_A_675965	1.0
G007197575	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Dermatophilaceae_390796; g__Ornithinicoccus_A_390119; s__Ornithinicoccus_A_390119 sp007197575	1.0
G002964605	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Vallitaleaceae_A_116092; g__Vallitalea_A; s__Vallitalea_A okinawensis	1.0
G002438805	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA932; g__Cryptobacteroides; s__Cryptobacteroides sp002438805	1.0
G001262605	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Acetivibrionales; f__DSM-2933; g__Pseudobacteroides; s__Pseudobacteroides cellulosolvens	1.0
G000325265	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Yersinia; s__Yersinia pestis	1.0
G000261025	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella; s__Prevotella intermedia	1.0
G900096565	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Williamwhitmaniaceae; g__Williamwhitmania; s__Williamwhitmania taraxaci	1.0
G010500925	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Barb7; s__Barb7 sp010500925	1.0
G004352045	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_650326; s__Pseudomonas_E_650326 aeruginosa_A	1.0
G000741175	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775; s__Bifidobacterium callitrichos	1.0
G001420855	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_310392; f__Bacillaceae_G_310392; g__Bacillus_A; s__Bacillus_A bombysepticus	1.0
G005938195	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__Reconcilibacillaceae; g__Paenibacillus_W; s__Paenibacillus_W thermoaerophilus	1.0
G001855385	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Tissierellales; f__Gottschalkiaceae; g__Andreesenia; s__Andreesenia angusta	1.0
G000011565	d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales_778124; f__Parachlamydiaceae; g__Protochlamydia; s__Protochlamydia amoebophila	1.0
G000374125	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Niabella; s__Niabella aurantiaca	1.0
G002839625	d__Archaea; p__Halobacteriota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanospirillaceae; g__Methanospirillum; s__	1.0
G009782515	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Eubacteriales_258471; f__Anaerofustaceae; g__WRIY01; s__WRIY01 sp009782515	1.0
G004570575	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus cuniculi_A_354791	1.0
G000154065	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Dorea_A; s__Dorea_A longicatena	1.0
G001811135	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Aerococcus; s__Aerococcus urinae_B	1.0
G000423765	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus porci	1.0
G012842865	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__UBA3939; g__UBA3939; s__UBA3939 sp002385705	1.0
G000426605	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Propionibacteriaceae; g__Propionibacterium; s__Propionibacterium acidifaciens	1.0
G002101845	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium riyadhense	1.0
G002119605	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Caproicibacterium; s__Caproicibacterium sp002119605	1.0
G000725365	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_D_310495; f__Amphibacillaceae; g__Terribacillus; s__Terribacillus saccharophilus	1.0
G000469325	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Schleiferilactobacillus; s__Schleiferilactobacillus shenzhenensis	1.0
G000006745	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Vibrionaceae; g__Vibrio_678715; s__Vibrio cholerae_677238	1.0
G000015745	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Anoxybacillaceae; g__Geobacillus; s__Geobacillus thermodenitrificans	1.0
G001690535	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Gilliamella; s__Gilliamella bombi	1.0
G001436275	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Liquorilactobacillus; s__Liquorilactobacillus oeni	1.0
G902501965	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__Collinsella sp900556495	1.0
G000242635	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__Solitalea canadensis	1.0
G000018785	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Acholeplasmatales; f__Acholeplasmataceae; g__Acholeplasma_A_284948; s__Acholeplasma_A_284948 laidlawii_284805	1.0
G001455205	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Nitrosomonadaceae; g__Nitrosomonas; s__Nitrosomonas ureae	1.0
G000250735	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__Anaerophaga; s__Anaerophaga thermohalophila_A	1.0
G000196495	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Vibrionaceae; g__Aliivibrio; s__Aliivibrio salmonicida_A	1.0
G010975005	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__17J80-11; s__17J80-11 sp010975005	1.0
G000612825	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium mageritense	1.0
G000612445	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Liquorilactobacillus; s__Liquorilactobacillus sucicola	1.0
G003220225	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR12; s__AR12 sp003220225	1.0
G001307855	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597432; f__Rhodocyclaceae; g__Oryzomicrobium; s__Oryzomicrobium terrae	1.0
G004364345	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter; s__Prosthecobacter fusiformis	1.0
G900637295	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces slackii	1.0
G001437425	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Weissella_A_338544; s__Weissella_A_338544 minor	1.0
G003501565	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Aureliella; s__	1.0
G002159705	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia_984208; o__Elusimicrobiales; f__Elusimicrobiaceae; g__UBA1436; s__UBA1436 sp002159705	1.0
G001274935	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Bacillaceae_H_289398; g__Bacillus_AG; s__Bacillus_AG koreensis	1.0
G900066305	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__Copromorpha; s__Copromorpha sp900066305	1.0
G000368865	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter bouvetii	1.0
G000498475	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Flavobacterium; s__Flavobacterium cauense	1.0
G001476815	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Pseudacidovorax; s__Pseudacidovorax intermedius_A_587475	1.0
G001578645	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__Akkermansia sp001580195	1.0
G004100325	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA1547; g__UBA6175; s__UBA6175 sp004100325	1.0
G000807275	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Frischella; s__Frischella perrara	1.0
G000517085	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__Saccharicrinis; s__Saccharicrinis fermentans	1.0
G001433395	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_595422; f__Burkholderiaceae_A_595422; g__Bordetella_C; s__Bordetella_C sp001433395	1.0
G902764365	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA932; g__Cryptobacteroides; s__Cryptobacteroides sp900318955	1.0
G003467845	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Hungatella_A_128155; s__Hungatella_A_128155 effluvii	1.0
G002109495	d__Bacteria; p__Proteobacteria; c__Magnetococcia; o__Magnetococcales; f__Magnetococcaceae; g__Magnetofaba; s__Magnetofaba australis	1.0
G003663955	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597432; f__Rhodocyclaceae; g__Sulfurisoma; s__Sulfurisoma sediminicola	1.0
G900626135	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Tissierellales; f__SIT17; g__Senegalia; s__Senegalia massiliensis	1.0
G000488255	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter indicus	1.0
G900548875	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Limisoma; s__Limisoma sp900548875	1.0
G000016765	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Rhizorhabdus_483366; s__Rhizorhabdus wittichii_A_483335	1.0
G003576595	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_595422; f__Burkholderiaceae_A_595422; g__Pusillimonas_A; s__Pusillimonas_A maritima	1.0
G000686725	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_I; s__Clostridium_I akagii	1.0
G000162395	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus; s__Limosilactobacillus fermentum	1.0
G000468015	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus_C_58660; s__Ruminococcus_C_58660 callidus	1.0
G902792225	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales; f__CAG-1252; g__CAG-1252; s__CAG-1252 sp003445835	1.0
G000733475	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Mangrovimonas_A_824184; s__Mangrovimonas_A_824184 yunxiaonensis	1.0
G902363595	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__BX12; s__BX12 sp902363595	1.0
G900177325	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501396; f__Rhizobiaceae_A_499470; g__Mesorhizobium_A_498461; s__Mesorhizobium_A australicum_A	1.0
G900104645	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__Alterileibacterium; s__Alterileibacterium massiliense	1.0
G000367205	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium; s__Cutibacterium avidum	1.0
G000007325	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales_993521; f__Fusobacteriaceae_993521; g__Fusobacterium_C; s__Fusobacterium_C nucleatum_993250	1.0
G001311035	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Schaedlerella; s__Schaedlerella glycyrrhizinilytica_A	1.0
G001878775	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter lwoffii_D_655205	1.0
G900110045	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Hydrogenoanaerobacterium; s__Hydrogenoanaerobacterium saccharovorans	1.0
G900116425	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Crocinitomicaceae; g__Lishizhenia; s__Lishizhenia tianjinensis	1.0
G001028705	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Croceicoccus_484963; s__Croceicoccus naphthovorans	1.0
G000477935	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium pseudodiphtheriticum	1.0
G000495435	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Youngiibacter; s__Youngiibacter fragilis	1.0
G000299455	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Escherichia_710834; s__Escherichia coli	1.0
G000434535	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__Collinsella sp000434535	1.0
G000309605	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lacticaseibacillus; s__Lacticaseibacillus paracasei	1.0
G000695095	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__Gemmatimonas phototrophica	1.0
G003449035	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Albibacterium; s__Albibacterium indicum	1.0
G001869305	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Oenococcus; s__Oenococcus oeni	1.0
G000956545	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium_A_383312; s__Microbacterium_A_383312 azadirachtae_A_382566	1.0
G001922565	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_641035; f__Nitrincolaceae; g__Neptunomonas; s__Neptunomonas phycophila	1.0
G001274945	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Viridibacillus; s__Viridibacillus arvi	1.0
G000024325	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfohalobiaceae_A; g__Desulfohalobium; s__Desulfohalobium retbaense	1.0
G001408335	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Kocuria; s__Kocuria salsicia	1.0
G000189535	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Pseudarthrobacter_385634; s__Pseudarthrobacter phenanthrenivorans_B_385629	1.0
G001007935	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Nitrosomonadaceae; g__Nitrosomonas; s__Nitrosomonas communis_A_551146	1.0
G000264055	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Flavobacterium; s__Flavobacterium sp000264055	1.0
G000403315	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__14-2; s__14-2 sp000403315	1.0
G003595215	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Nesterenkonia; s__Nesterenkonia natronophila	1.0
G000294655	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales_505895; f__Magnetospirillaceae; g__Phaeospirillum; s__	1.0
G002000435	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Pasteurellaceae; g__Rodentibacter_A_734545; s__Rodentibacter_A_734545 heylii	1.0
G000478685	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Vibrionaceae; g__Vibrio_678715; s__Vibrio katoptron	1.0
G002159555	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA932; g__Merdivivens; s__Merdivivens faecigallinarum	1.0
G000332275	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-7336; f__PCC-7336; g__PCC-7336; s__PCC-7336 sp000332275	1.0
G000477435	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Symbiobacter; s__Symbiobacter mobilis	1.0
G000599885	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Erwinia_B_680885; s__Erwinia_B_680885 sp000599885	1.0
G000747075	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009; g__Arenimonas_613591; s__	1.0
G001429255	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas; s__Cellulomonas sp001429255	1.0
G001437205	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Paralactobacillus; s__Paralactobacillus selangorensis	1.0
G900069145	d__Bacteria; p__Firmicutes_G; c__Limnochordia; o__DTU010; f__DTU010; g__DTU010; s__DTU010 sp002391385	1.0
G900539925	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__CAG-177; s__CAG-177 sp003538135	1.0
G002404635	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__CAG-977; g__UBA2903; s__UBA2903 sp002438565	1.0
G000233775	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Thermovirgaceae; g__Thermovirga; s__Thermovirga lienii	1.0
G001508275	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__OPB41; f__UBA2279; g__UBA7930; s__UBA7930 sp003453535	1.0
G003963135	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Pseudonocardiaceae; g__Pseudonocardia; s__Pseudonocardia sp001725415	1.0
G000960735	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Listeriaceae; g__Listeria_A; s__Listeria_A innocua	1.0
G000420345	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Faecalicoccus; s__Faecalicoccus pleomorphus	1.0
G000425585	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Terrimonas_942083; s__Terrimonas ferruginea	1.0
G000371465	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_T; s__Clostridium_T thermobutyricum_207060	1.0
G900119705	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Tissierellales; f__Peptoniphilaceae; g__Levyella; s__	1.0
G000773975	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Erwinia_B_680885; s__Erwinia_B_680885 typographi	1.0
G009924045	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Crocinitomicaceae; g__UBA952; s__UBA952 sp009924735	1.0
G003347635	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Allosphingosinicella; s__Allosphingosinicella sp003347635	1.0
G004761865	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Crenalkalicoccus; s__Crenalkalicoccus roseus	1.0
G000762845	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter_C_479931; s__Helicobacter_C_479931 japonicus	1.0
G007859195	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus pharyngis	1.0
G001730235	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Tepidibacillales; f__Tepidibacillaceae; g__Vulcanibacillus; s__Vulcanibacillus modesticaldus	1.0
G010014645	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__Saccharimonas; s__	1.0
G000989195	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Vermiphilaceae; g__GWF2-30-66; s__GWF2-30-66 sp000989195	1.0
G001548675	d__Archaea; p__Methanobacteriota_A_1229; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter_A; s__Methanobrevibacter_A sp001548675	1.0
G000155435	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Enterocloster; s__Enterocloster sp000155435	1.0
G004684935	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_G_286742; f__Sporolactobacillaceae; g__Sporolactobacillus; s__Sporolactobacillus shoreae	1.0
G002686885	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__AAA164-E04; g__UBA7971; s__UBA7971 sp002686885	1.0
G900099695	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597432; f__Rhodocyclaceae; g__Propionivibrio; s__Propionivibrio dicarboxylicus	1.0
G008933635	d__Bacteria; p__Desulfobacterota_I; c__Desulfobulbia; o__Desulfobulbales; f__Desulfocapsaceae; g__Desulfoprunum_450258; s__Desulfoprunum sp008933635	1.0
G001698145	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Leuconostoc_B; s__Leuconostoc_B lactis	1.0
G001868555	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Oenococcus; s__Oenococcus oeni	1.0
G001515305	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Chromobacteriaceae; g__Aquitalea; s__Aquitalea pelogenes	1.0
G000698125	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__Geomicrobium_A_360701; s__Geomicrobium_A_360701 sp000698125	1.0
G001663835	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Latilactobacillus; s__Latilactobacillus curvatus	1.0
G001854465	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales_993521; f__Fusobacteriaceae_993521; g__Fusobacterium_C; s__Fusobacterium_C vincentii	1.0
G009695915	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__Hornefia; s__Hornefia butyriciproducens	1.0
