sample_name	anonymized_name	collection_timestamp	description	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	genotype	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	host_subject_id	host_taxid	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	study_type	taxon_id	title	tube_id	keep	genotype_sex	cohort	genotype_tp
14748.CAGE22.FSPF3XTG.L4.1	CAGE22.FSPF3XTG.L4.1	7/13/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	4	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 22	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131292	TRUE	3XTG_female	COHORT 4	3XTG_4
14748.CAGE22.FSPF3XTG.L4.2	CAGE22.FSPF3XTG.L4.2	7/13/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	4	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 22	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131307	TRUE	3XTG_female	COHORT 4	3XTG_4
14748.CAGE22.FSPF3XTG.L5.1	CAGE22.FSPF3XTG.L5.1	8/18/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	5	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 22	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131334	TRUE	3XTG_female	COHORT 4	3XTG_5
14748.CAGE22.FSPF3XTG.L5.2	CAGE22.FSPF3XTG.L5.2	8/18/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	5	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 22	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131332	FALSE	3XTG_female	COHORT 4	3XTG_5
14748.CAGE22.FSPF3XTG.L6.1	CAGE22.FSPF3XTG.L6.1	9/18/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	6	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 22	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132295	FALSE	3XTG_female	COHORT 4	3XTG_6
14748.CAGE22.FSPF3XTG.L6.2	CAGE22.FSPF3XTG.L6.2	9/18/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	6	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 22	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132292	TRUE	3XTG_female	COHORT 4	3XTG_6
14748.CAGE22.FSPF3XTG.L8.1	CAGE22.FSPF3XTG.L8.1	10/20/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	8	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 22	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132256	FALSE	3XTG_female	COHORT 4	3XTG_8
14748.CAGE22.FSPF3XTG.L8.2	CAGE22.FSPF3XTG.L8.2	10/20/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	8	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 22	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132251	TRUE	3XTG_female	COHORT 4	3XTG_8
14748.CAGE22.FSPF3XTG.L9.1	CAGE22.FSPF3XTG.L9.1	11/23/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	9	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 22	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132073	TRUE	3XTG_female	COHORT 4	3XTG_9
14748.CAGE22.FSPF3XTG.L9.2	CAGE22.FSPF3XTG.L9.2	11/23/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	9	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 22	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132081	TRUE	3XTG_female	COHORT 4	3XTG_9
14748.CAGE27.FSPFB6.L1.1	CAGE27.FSPFB6.L1.1	4/6/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	1	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132220	TRUE	B6_female	COHORT 4	B6_1
14748.CAGE27.FSPFB6.L1.2	CAGE27.FSPFB6.L1.2	4/6/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	1	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131273	TRUE	B6_female	COHORT 4	B6_1
14748.CAGE27.FSPFB6.L2.1	CAGE27.FSPFB6.L2.1	5/11/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	2	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132203	TRUE	B6_female	COHORT 4	B6_2
14748.CAGE27.FSPFB6.L2.2	CAGE27.FSPFB6.L2.2	5/11/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	2	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132217	TRUE	B6_female	COHORT 4	B6_2
14748.CAGE27.FSPFB6.L3.1	CAGE27.FSPFB6.L3.1	6/8/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	3	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131288	TRUE	B6_female	COHORT 4	B6_3
14748.CAGE27.FSPFB6.L3.2	CAGE27.FSPFB6.L3.2	6/8/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	3	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131298	TRUE	B6_female	COHORT 4	B6_3
14748.CAGE27.FSPFB6.L4.1	CAGE27.FSPFB6.L4.1	7/13/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	4	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131320	TRUE	B6_female	COHORT 4	B6_4
14748.CAGE27.FSPFB6.L4.2	CAGE27.FSPFB6.L4.2	7/13/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	4	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131322	TRUE	B6_female	COHORT 4	B6_4
14748.CAGE27.FSPFB6.L6.1	CAGE27.FSPFB6.L6.1	8/18/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	6	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131350	TRUE	B6_female	COHORT 4	B6_6
14748.CAGE27.FSPFB6.L6.2	CAGE27.FSPFB6.L6.2	8/18/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	6	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131349	TRUE	B6_female	COHORT 4	B6_6
14748.CAGE27.FSPFB6.L7.1	CAGE27.FSPFB6.L7.1	9/18/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	7	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132305	TRUE	B6_female	COHORT 4	B6_7
14748.CAGE27.FSPFB6.L7.2	CAGE27.FSPFB6.L7.2	9/18/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	7	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363134034	TRUE	B6_female	COHORT 4	B6_7
14748.CAGE27.FSPFB6.L8.1	CAGE27.FSPFB6.L8.1	10/20/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	8	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132271	TRUE	B6_female	COHORT 4	B6_8
14748.CAGE27.FSPFB6.L8.2	CAGE27.FSPFB6.L8.2	10/20/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	8	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132267	FALSE	B6_female	COHORT 4	B6_8
14748.CAGE27.FSPFB6.L9.1	CAGE27.FSPFB6.L9.1	11/23/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	9	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132090	TRUE	B6_female	COHORT 4	B6_9
14748.CAGE27.FSPFB6.L9.2	CAGE27.FSPFB6.L9.2	11/23/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	9	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 27	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132106	TRUE	B6_female	COHORT 4	B6_9
14748.CAGE3.FSPF3XTG.L10.1	CAGE3.FSPF3XTG.L10.1	4/6/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	10	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 3	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132187	TRUE	3XTG_female	COHORT 1	3XTG_10
14748.CAGE3.FSPF3XTG.L10.2	CAGE3.FSPF3XTG.L10.2	4/6/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	10	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 3	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132194	TRUE	3XTG_female	COHORT 1	3XTG_10
14748.CAGE3.FSPF3XTG.L11.1	CAGE3.FSPF3XTG.L11.1	5/11/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	11	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 3	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132175	TRUE	3XTG_female	COHORT 1	3XTG_11
14748.CAGE3.FSPF3XTG.L11.2	CAGE3.FSPF3XTG.L11.2	5/11/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	11	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 3	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132183	TRUE	3XTG_female	COHORT 1	3XTG_11
14748.CAGE3.FSPF3XTG.L12.1	CAGE3.FSPF3XTG.L12.1	6/8/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	12	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 3	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132210	TRUE	3XTG_female	COHORT 1	3XTG_12
14748.CAGE3.FSPF3XTG.L12.2	CAGE3.FSPF3XTG.L12.2	6/8/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	12	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 3	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132218	TRUE	3XTG_female	COHORT 1	3XTG_12
14748.CAGE3.FSPF3XTG.L13.1	CAGE3.FSPF3XTG.L13.1	7/13/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	13	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 3	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131283	TRUE	3XTG_female	COHORT 1	3XTG_13
14748.CAGE3.FSPF3XTG.L13.2	CAGE3.FSPF3XTG.L13.2	7/13/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	13	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 3	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131290	TRUE	3XTG_female	COHORT 1	3XTG_13
14748.CAGE3.FSPF3XTG.L15.1	CAGE3.FSPF3XTG.L15.1	8/18/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	15	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 3	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131335	TRUE	3XTG_female	COHORT 1	3XTG_15
14748.CAGE3.FSPF3XTG.L15.2	CAGE3.FSPF3XTG.L15.2	8/18/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	15	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 3	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131333	TRUE	3XTG_female	COHORT 1	3XTG_15
14748.CAGE3.FSPF3XTG.L7.1	CAGE3.FSPF3XTG.L7.1	12/20/19		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	7	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 3	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132169	TRUE	3XTG_female	COHORT 1	3XTG_7
14748.CAGE3.FSPF3XTG.L8.1	CAGE3.FSPF3XTG.L8.1	1/28/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	8	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 3	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132177	TRUE	3XTG_female	COHORT 1	3XTG_8
14748.CAGE3.FSPF3XTG.L9.1	CAGE3.FSPF3XTG.L9.1	3/2/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	9	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 3	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132173	TRUE	3XTG_female	COHORT 1	3XTG_9
14748.CAGE3.FSPF3XTG.L9.2	CAGE3.FSPF3XTG.L9.2	3/2/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	9	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 3	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132181	TRUE	3XTG_female	COHORT 1	3XTG_9
14748.CAGE40.FSPF3XTG.L1.1	CAGE40.FSPF3XTG.L1.1	6/2/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	1	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 40	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132221	TRUE	3XTG_female	COHORT 6	3XTG_1
14748.CAGE40.FSPF3XTG.L1.2	CAGE40.FSPF3XTG.L1.2	6/2/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	1	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 40	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131275	TRUE	3XTG_female	COHORT 6	3XTG_1
14748.CAGE40.FSPF3XTG.L10.1	CAGE40.FSPF3XTG.L10.1	3/10/21		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	10	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 40	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363130487	TRUE	3XTG_female	COHORT 6	3XTG_10
14748.CAGE40.FSPF3XTG.L10.2	CAGE40.FSPF3XTG.L10.2	3/10/21		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	10	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 40	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363130501	TRUE	3XTG_female	COHORT 6	3XTG_10
14748.CAGE40.FSPF3XTG.L2.1	CAGE40.FSPF3XTG.L2.1	6/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	2	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 40	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131303	TRUE	3XTG_female	COHORT 6	3XTG_2
14748.CAGE40.FSPF3XTG.L2.2	CAGE40.FSPF3XTG.L2.2	6/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	2	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 40	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131300	TRUE	3XTG_female	COHORT 6	3XTG_2
14748.CAGE40.FSPF3XTG.L3.1	CAGE40.FSPF3XTG.L3.1	7/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	3	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 40	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131331	TRUE	3XTG_female	COHORT 6	3XTG_3
14748.CAGE40.FSPF3XTG.L3.2	CAGE40.FSPF3XTG.L3.2	7/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	3	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 40	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131338	TRUE	3XTG_female	COHORT 6	3XTG_3
14748.CAGE40.FSPF3XTG.L4.1	CAGE40.FSPF3XTG.L4.1	8/31/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	4	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 40	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131365	TRUE	3XTG_female	COHORT 6	3XTG_4
14748.CAGE40.FSPF3XTG.L4.2	CAGE40.FSPF3XTG.L4.2	8/31/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	4	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 40	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131364	TRUE	3XTG_female	COHORT 6	3XTG_4
14748.CAGE40.FSPF3XTG.L5.1	CAGE40.FSPF3XTG.L5.1	9/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	5	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 40	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363134041	TRUE	3XTG_female	COHORT 6	3XTG_5
