sample_name	anonymized_name	collection_timestamp	description	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	genotype	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	host_subject_id	host_taxid	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	study_type	taxon_id	title	tube_id	keep	genotype_sex	cohort	genotype_tp
14748.CAGE46.MSPFB6.L11.1	CAGE46.MSPFB6.L11.1	3/10/21		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	11	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132104	TRUE	B6_male	COHORT 6	B6_11
14748.CAGE46.MSPFB6.L11.2	CAGE46.MSPFB6.L11.2	3/10/21		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	11	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132103	TRUE	B6_male	COHORT 6	B6_11
14748.CAGE46.MSPFB6.L2.1	CAGE46.MSPFB6.L2.1	6/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	2	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131357	TRUE	B6_male	COHORT 6	B6_2
14748.CAGE46.MSPFB6.L2.2	CAGE46.MSPFB6.L2.2	6/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	2	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363134061	TRUE	B6_male	COHORT 6	B6_2
14748.CAGE46.MSPFB6.L3.1	CAGE46.MSPFB6.L3.1	7/20/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	3	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131294	TRUE	B6_male	COHORT 6	B6_3
14748.CAGE46.MSPFB6.L3.2	CAGE46.MSPFB6.L3.2	7/20/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	3	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131312	TRUE	B6_male	COHORT 6	B6_3
14748.CAGE46.MSPFB6.L4.1	CAGE46.MSPFB6.L4.1	8/31/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	4	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132258	TRUE	B6_male	COHORT 6	B6_4
14748.CAGE46.MSPFB6.L4.2	CAGE46.MSPFB6.L4.2	8/31/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	4	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132276	FALSE	B6_male	COHORT 6	B6_4
14748.CAGE46.MSPFB6.L5.1	CAGE46.MSPFB6.L5.1	9/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	5	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132290	TRUE	B6_male	COHORT 6	B6_5
14748.CAGE46.MSPFB6.L5.2	CAGE46.MSPFB6.L5.2	9/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	5	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132293	TRUE	B6_male	COHORT 6	B6_5
14748.CAGE46.MSPFB6.L7.1	CAGE46.MSPFB6.L7.1	11/2/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	7	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132255	FALSE	B6_male	COHORT 6	B6_7
14748.CAGE46.MSPFB6.L7.2	CAGE46.MSPFB6.L7.2	11/2/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	7	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132261	FALSE	B6_male	COHORT 6	B6_7
14748.CAGE46.MSPFB6.L8.1	CAGE46.MSPFB6.L8.1	12/1/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	8	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132074	TRUE	B6_male	COHORT 6	B6_8
14748.CAGE46.MSPFB6.L8.2	CAGE46.MSPFB6.L8.2	12/1/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	8	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132082	TRUE	B6_male	COHORT 6	B6_8
14748.CAGE46.MSPFB6.L9.1	CAGE46.MSPFB6.L9.1	1/10/21		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	9	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363130497	TRUE	B6_male	COHORT 6	B6_9
14748.CAGE46.MSPFB6.L9.2	CAGE46.MSPFB6.L9.2	1/10/21		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	9	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 46	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132056	TRUE	B6_male	COHORT 6	B6_9
14748.CAGE47.MSPFB6.L1.1	CAGE47.MSPFB6.L1.1	6/2/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	1	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132202	TRUE	B6_male	COHORT 6	B6_1
14748.CAGE47.MSPFB6.L1.2	CAGE47.MSPFB6.L1.2	6/2/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	1	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132224	TRUE	B6_male	COHORT 6	B6_1
14748.CAGE47.MSPFB6.L10.1	CAGE47.MSPFB6.L10.1	2/10/21		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	10	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132096	TRUE	B6_male	COHORT 6	B6_10
14748.CAGE47.MSPFB6.L10.2	CAGE47.MSPFB6.L10.2	2/10/21		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	10	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132102	TRUE	B6_male	COHORT 6	B6_10
14748.CAGE47.MSPFB6.L11.1	CAGE47.MSPFB6.L11.1	3/10/21		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	11	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363141317	TRUE	B6_male	COHORT 6	B6_11
14748.CAGE47.MSPFB6.L11.2	CAGE47.MSPFB6.L11.2	3/10/21		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	11	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363141274	TRUE	B6_male	COHORT 6	B6_11
14748.CAGE47.MSPFB6.L2.1	CAGE47.MSPFB6.L2.1	6/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	2	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131282	TRUE	B6_male	COHORT 6	B6_2
14748.CAGE47.MSPFB6.L2.2	CAGE47.MSPFB6.L2.2	6/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	2	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131297	TRUE	B6_male	COHORT 6	B6_2
14748.CAGE47.MSPFB6.L3.1	CAGE47.MSPFB6.L3.1	7/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	3	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131319	TRUE	B6_male	COHORT 6	B6_3
14748.CAGE47.MSPFB6.L3.2	CAGE47.MSPFB6.L3.2	7/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	3	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131321	TRUE	B6_male	COHORT 6	B6_3
14748.CAGE47.MSPFB6.L4.1	CAGE47.MSPFB6.L4.1	8/31/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	4	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132287	TRUE	B6_male	COHORT 6	B6_4
14748.CAGE47.MSPFB6.L4.2	CAGE47.MSPFB6.L4.2	8/31/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	4	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132294	TRUE	B6_male	COHORT 6	B6_4
14748.CAGE47.MSPFB6.L5.1	CAGE47.MSPFB6.L5.1	9/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	5	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132306	TRUE	B6_male	COHORT 6	B6_5
14748.CAGE47.MSPFB6.L5.2	CAGE47.MSPFB6.L5.2	9/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	5	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363134033	TRUE	B6_male	COHORT 6	B6_5
14748.CAGE47.MSPFB6.L6.1	CAGE47.MSPFB6.L6.1	11/2/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	6	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132270	TRUE	B6_male	COHORT 6	B6_6
14748.CAGE47.MSPFB6.L6.2	CAGE47.MSPFB6.L6.2	11/2/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	6	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132268	FALSE	B6_male	COHORT 6	B6_6
14748.CAGE47.MSPFB6.L7.1	CAGE47.MSPFB6.L7.1	12/1/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	7	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132091	TRUE	B6_male	COHORT 6	B6_7
14748.CAGE47.MSPFB6.L7.2	CAGE47.MSPFB6.L7.2	12/1/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	7	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132105	TRUE	B6_male	COHORT 6	B6_7
14748.CAGE47.MSPFB6.L9.1	CAGE47.MSPFB6.L9.1	1/10/21		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	9	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132061	TRUE	B6_male	COHORT 6	B6_9
14748.CAGE47.MSPFB6.L9.2	CAGE47.MSPFB6.L9.2	1/10/21		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	9	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 47	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	male	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132068	TRUE	B6_male	COHORT 6	B6_9
14748.CAGE50.FSPF3XTG.L1.1	CAGE50.FSPF3XTG.L1.1	6/2/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	1	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 50	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132222	TRUE	3XTG_female	COHORT 3	3XTG_1
14748.CAGE50.FSPF3XTG.L1.2	CAGE50.FSPF3XTG.L1.2	6/2/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	1	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 50	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131280	TRUE	3XTG_female	COHORT 3	3XTG_1
14748.CAGE50.FSPF3XTG.L2.1	CAGE50.FSPF3XTG.L2.1	6/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	2	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 50	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131304	TRUE	3XTG_female	COHORT 3	3XTG_2
14748.CAGE50.FSPF3XTG.L2.2	CAGE50.FSPF3XTG.L2.2	6/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	2	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 50	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131305	TRUE	3XTG_female	COHORT 3	3XTG_2
14748.CAGE50.FSPF3XTG.L3.1	CAGE50.FSPF3XTG.L3.1	7/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	3	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 50	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131336	TRUE	3XTG_female	COHORT 3	3XTG_3
14748.CAGE50.FSPF3XTG.L3.2	CAGE50.FSPF3XTG.L3.2	7/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	3	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 50	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131337	TRUE	3XTG_female	COHORT 3	3XTG_3
14748.CAGE50.FSPF3XTG.L4.1	CAGE50.FSPF3XTG.L4.1	8/31/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	4	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 50	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132291	FALSE	3XTG_female	COHORT 3	3XTG_4
14748.CAGE50.FSPF3XTG.L4.2	CAGE50.FSPF3XTG.L4.2	8/31/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	4	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 50	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132308	FALSE	3XTG_female	COHORT 3	3XTG_4
14748.CAGE50.FSPF3XTG.L5.1	CAGE50.FSPF3XTG.L5.1	9/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	5	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 50	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363134049	TRUE	3XTG_female	COHORT 3	3XTG_5
14748.CAGE50.FSPF3XTG.L5.2	CAGE50.FSPF3XTG.L5.2	9/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	3XTG	USA:CA:Pasadena	5	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 50	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363134053	TRUE	3XTG_female	COHORT 3	3XTG_5
14748.CAGE53.FSPFB6.L1.1	CAGE53.FSPFB6.L1.1	6/2/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	1	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 53	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132144	FALSE	B6_female	COHORT 3	B6_1
14748.CAGE53.FSPFB6.L1.2	CAGE53.FSPFB6.L1.2	6/2/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	1	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 53	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363132154	TRUE	B6_female	COHORT 3	B6_1
14748.CAGE53.FSPFB6.L2.1	CAGE53.FSPFB6.L2.1	6/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	2	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 53	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131313	TRUE	B6_female	COHORT 3	B6_2
14748.CAGE53.FSPFB6.L2.2	CAGE53.FSPFB6.L2.2	6/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	2	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 53	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131323	TRUE	B6_female	COHORT 3	B6_2
14748.CAGE53.FSPFB6.L3.1	CAGE53.FSPFB6.L3.1	7/30/20		FALSE	263	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	B6	USA:CA:Pasadena	3	months	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 53	10090	34.1	118.13	CalTech	FALSE	14748	feces	mouse gut metagenome	female	Longitudinal	410661	Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project	363131352	TRUE	B6_female	COHORT 3	B6_3
